question_id,topic,concept_name
Q_M_00_071,Differential Equations,Solution curve passing through given point
Q_M_00_072,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_072,Differential Equations,Integrating factor method
Q_M_00_072,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_072,Differential Equations,Trigonometric substitution in ODE solution
Q_M_00_073,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_073,Differential Equations,Separable differential equations
Q_M_00_073,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_073,Differential Equations,Intersection of two solution curves
Q_M_00_074,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_074,Differential Equations,Integrating factor method
Q_M_00_074,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_074,Differential Equations,Application of solution to evaluate a definite integral
Q_M_00_075,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_075,Differential Equations,Integrating factor method
Q_M_00_075,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_075,Differential Equations,Local maximum/minimum of function derived from solution
Q_M_00_076,Differential Equations,Slope of tangent given as a function of x and y
Q_M_00_076,Differential Equations,Proportionality-type slope condition
Q_M_00_076,Differential Equations,Separable differential equations
Q_M_00_076,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_077,Differential Equations,Slope of tangent given as a function of x and y
Q_M_00_077,Differential Equations,Separable differential equations
Q_M_00_077,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_077,Differential Equations,Intersection of solution curve with a given line or conic
Q_M_00_078,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_078,Differential Equations,Integrating factor method
Q_M_00_078,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_078,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_079,Differential Equations,Circle identified as solution of DE with matching coefficients
Q_M_00_079,Differential Equations,Differential equation from geometric tangent condition
Q_M_00_079,Differential Equations,Solution curve passing through given point
Q_M_00_080,Differential Equations,Separable differential equations
Q_M_00_080,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_080,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_080,Differential Equations,Second derivative computed from first-order ODE
Q_M_00_081,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_081,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_081,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_082,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_082,Differential Equations,Integrating factor method
Q_M_00_082,Differential Equations,Substitution z = yⁿ (Bernoulli reduction)
Q_M_00_082,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_083,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_083,Differential Equations,Integrating factor method
Q_M_00_083,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_083,Differential Equations,Application of solution to evaluate a definite integral
Q_M_00_084,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_084,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_084,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_084,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_084,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_085,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_085,Differential Equations,Integrating factor method
Q_M_00_085,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_086,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_086,Differential Equations,Integrating factor method
Q_M_00_086,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_086,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_086,Differential Equations,Intersection of solution curve with a given line or conic
Q_M_00_087,Differential Equations,Circle identified as solution of DE with matching coefficients
Q_M_00_087,Differential Equations,Differential equation from geometric tangent condition
Q_M_00_087,Differential Equations,Solution curve passing through given point
Q_M_00_088,Differential Equations,Exact differential equations
Q_M_00_088,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_088,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_088,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_089,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_089,Differential Equations,Integrating factor method
Q_M_00_089,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_089,Differential Equations,Local maximum/minimum of function derived from solution
Q_M_00_090,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_090,Differential Equations,Integrating factor method
Q_M_00_090,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_091,Differential Equations,Bernoulli differential equation
Q_M_00_091,Differential Equations,Substitution z = yⁿ (Bernoulli reduction)
Q_M_00_091,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_092,Differential Equations,Integro-differential equation (IE differentiated to obtain DE)
Q_M_00_092,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_092,Differential Equations,Integrating factor method
Q_M_00_093,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_093,Differential Equations,Integrating factor method
Q_M_00_093,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_093,Differential Equations,Local maximum/minimum of function derived from solution
Q_M_00_094,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_094,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_094,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_094,Differential Equations,Intersection of solution curve with a given line or conic
Q_M_00_095,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_095,Differential Equations,Integrating factor method
Q_M_00_095,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_096,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_096,Differential Equations,Integrating factor method
Q_M_00_096,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_097,Differential Equations,Separable differential equations
Q_M_00_097,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_097,Differential Equations,Domain of solution (open interval determined by singularities)
Q_M_00_098,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_098,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_098,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_099,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_099,Differential Equations,Integrating factor method
Q_M_00_099,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_100,Differential Equations,Differential equation of family of parabolas
Q_M_00_100,Differential Equations,Elimination of arbitrary constants from family of curves
Q_M_00_100,Differential Equations,Order and degree of a differential equation
Q_M_00_101,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_101,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_101,Differential Equations,Solution curve passing through given point
Q_M_00_102,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_102,Differential Equations,Integrating factor method
Q_M_00_102,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_103,Differential Equations,Differential equation from geometric tangent condition
Q_M_00_103,Differential Equations,Slope of tangent given as a function of x and y
Q_M_00_103,Differential Equations,Solution curve passing through given point
Q_M_00_103,Differential Equations,Functional equation differentiated to obtain DE
Q_M_00_104,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_104,Differential Equations,Integrating factor method
Q_M_00_104,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_105,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_105,Differential Equations,Integrating factor method
Q_M_00_105,Differential Equations,Boundary value condition using limit (x → ∞ or x → 0⁺)
Q_M_00_105,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_106,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_106,Differential Equations,Integrating factor method
Q_M_00_106,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_107,Differential Equations,Separable differential equations
Q_M_00_107,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_108,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_108,Differential Equations,Integrating factor method
Q_M_00_108,Differential Equations,Integration by parts within ODE solution
Q_M_00_108,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_109,Differential Equations,Substitution v = ax + by + c (linear fractional reduction)
Q_M_00_109,Differential Equations,Separable differential equations
Q_M_00_109,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_109,Differential Equations,Local maximum/minimum of function derived from solution
Q_M_00_110,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_110,Differential Equations,Integrating factor method
Q_M_00_110,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_111,Differential Equations,Determinant-based ODE (matrix row expansion defining RHS)
Q_M_00_111,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_111,Differential Equations,Integrating factor method
Q_M_00_111,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_112,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_112,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_112,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_112,Differential Equations,Area bounded by solution curve and axes
Q_M_00_113,Differential Equations,Separable differential equations
Q_M_00_113,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_114,Differential Equations,Substitution z = yⁿ (Bernoulli reduction)
Q_M_00_114,Differential Equations,Bernoulli differential equation
Q_M_00_114,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_114,Differential Equations,Second derivative computed from first-order ODE
Q_M_00_115,Differential Equations,Differential equation of family of parabolas
Q_M_00_115,Differential Equations,Elimination of arbitrary constants from family of curves
Q_M_00_116,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_116,Differential Equations,Integrating factor method
Q_M_00_116,Differential Equations,Solution curve passing through given point
Q_M_00_116,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_117,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_117,Differential Equations,Integrating factor method
Q_M_00_117,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_118,Differential Equations,Separable differential equations
Q_M_00_118,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_119,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_119,Differential Equations,Integrating factor method
Q_M_00_119,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_120,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_120,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_120,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_120,Differential Equations,Intersection of two solution curves
Q_M_00_120,Differential Equations,Area bounded by solution curve and axes
Q_M_00_121,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_121,Differential Equations,Integrating factor method
Q_M_00_121,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_121,Differential Equations,Local maximum/minimum of function derived from solution
Q_M_00_122,Differential Equations,Physical application: population/bacteria growth
Q_M_00_122,Differential Equations,Population growth / decay DE
Q_M_00_122,Differential Equations,Separable differential equations
Q_M_00_122,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_123,Differential Equations,Differential equation from geometric tangent condition
Q_M_00_123,Differential Equations,Slope of tangent given as a function of x and y
Q_M_00_123,Differential Equations,Substitution v = ax + by + c (linear fractional reduction)
Q_M_00_123,Differential Equations,Solution curve passing through given point
Q_M_00_124,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_124,Differential Equations,Integrating factor method
Q_M_00_124,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_124,Differential Equations,Application of solution to evaluate a definite integral
Q_M_00_125,Differential Equations,Population growth / decay DE
Q_M_00_125,Differential Equations,Separable differential equations
Q_M_00_125,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_126,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_126,Differential Equations,Integrating factor method
Q_M_00_127,Differential Equations,Separable differential equations
Q_M_00_127,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_128,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_128,Differential Equations,Integrating factor method
Q_M_00_128,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_129,Differential Equations,Separable differential equations
Q_M_00_129,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_130,Differential Equations,Substitution v = ax + by + c (linear fractional reduction)
Q_M_00_130,Differential Equations,Separable differential equations
Q_M_00_131,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_131,Differential Equations,Integrating factor method
Q_M_00_131,Differential Equations,Integration by parts within ODE solution
Q_M_00_131,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_131,Differential Equations,Second derivative computed from first-order ODE
Q_M_00_132,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_132,Differential Equations,Separable differential equations
Q_M_00_132,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_133,Differential Equations,Separable differential equations
Q_M_00_133,Differential Equations,Solution curve passing through given point
Q_M_00_134,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_134,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_134,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_135,Differential Equations,Separable differential equations
Q_M_00_135,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_135,Differential Equations,Second derivative computed from first-order ODE
Q_M_00_136,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_136,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_136,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_137,Differential Equations,Differential equation of family of parabolas
Q_M_00_137,Differential Equations,Elimination of arbitrary constants from family of curves
Q_M_00_138,Differential Equations,Separable differential equations
Q_M_00_138,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_138,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_139,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_139,Differential Equations,Integrating factor method
Q_M_00_139,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_139,Differential Equations,Intersection of solution curve with a given line or conic
Q_M_00_140,Differential Equations,Separable differential equations
Q_M_00_140,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_141,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_141,Differential Equations,Integrating factor method
Q_M_00_142,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_142,Differential Equations,Integrating factor method
Q_M_00_142,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_143,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_143,Differential Equations,Integrating factor method
Q_M_00_143,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_143,Differential Equations,Local maximum/minimum of function derived from solution
Q_M_00_144,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_144,Differential Equations,Integrating factor method
Q_M_00_144,Differential Equations,Substitution z = yⁿ (Bernoulli reduction)
Q_M_00_144,Differential Equations,Bernoulli differential equation
Q_M_00_144,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_145,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_145,Differential Equations,Integrating factor method
Q_M_00_145,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_146,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_146,Differential Equations,Integrating factor method
Q_M_00_146,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_147,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_147,Differential Equations,Integrating factor method
Q_M_00_147,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_148,Differential Equations,Differential equation from geometric tangent condition
Q_M_00_148,Differential Equations,Slope of tangent given as a function of x and y
Q_M_00_148,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_148,Differential Equations,Integrating factor method
Q_M_00_148,Differential Equations,Solution curve passing through given point
Q_M_00_149,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_149,Differential Equations,Integrating factor method
Q_M_00_149,Differential Equations,Integration by parts within ODE solution
Q_M_00_149,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_150,Differential Equations,Substitution v = ax + by + c (linear fractional reduction)
Q_M_00_150,Differential Equations,Separable differential equations
Q_M_00_150,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_151,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_151,Differential Equations,Integrating factor method
Q_M_00_151,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_152,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_152,Differential Equations,Integrating factor method
Q_M_00_152,Differential Equations,Boundary value condition using limit (x → ∞ or x → 0⁺)
Q_M_00_152,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_153,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_153,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_153,Differential Equations,Solution curve passing through given point
Q_M_00_153,Differential Equations,Conic section identified as solution curve
Q_M_00_154,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_154,Differential Equations,Integrating factor method
Q_M_00_154,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_155,Differential Equations,Multiplicative functional equation (Cauchy type)
Q_M_00_155,Differential Equations,Functional equation differentiated to obtain DE
Q_M_00_155,Differential Equations,Separable differential equations
Q_M_00_155,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_156,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_156,Differential Equations,Integrating factor method
Q_M_00_156,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_157,Differential Equations,Differential equation of family of ellipses
Q_M_00_157,Differential Equations,Elimination of arbitrary constants from family of curves
Q_M_00_158,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_158,Differential Equations,Integrating factor method
Q_M_00_158,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_159,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_159,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_159,Differential Equations,Solution curve passing through given point
Q_M_00_159,Differential Equations,Conic section identified as solution curve
Q_M_00_160,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_160,Differential Equations,Integrating factor method
Q_M_00_160,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_161,Differential Equations,Parametric differentiation to produce ODE
Q_M_00_161,Differential Equations,Second-order linear ODE coefficient identification
Q_M_00_161,Differential Equations,Order and degree of a differential equation
Q_M_00_162,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_162,Differential Equations,Integrating factor method
Q_M_00_162,Differential Equations,Solution curve passing through given point
Q_M_00_163,Differential Equations,Separable differential equations
Q_M_00_163,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_164,Differential Equations,Substitution z = yⁿ (Bernoulli reduction)
Q_M_00_164,Differential Equations,Bernoulli differential equation
Q_M_00_164,Differential Equations,Integrating factor method
Q_M_00_164,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_165,Differential Equations,Functional equation differentiated to obtain DE
Q_M_00_165,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_165,Differential Equations,Integrating factor method
Q_M_00_165,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_166,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_166,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_166,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_167,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_167,Differential Equations,Logarithmic integrating factors
Q_M_00_167,Differential Equations,Integrating factor method
Q_M_00_167,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_168,Differential Equations,Integro-differential equation (IE differentiated to obtain DE)
Q_M_00_168,Differential Equations,Separable differential equations
Q_M_00_168,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_169,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_169,Differential Equations,Integrating factor method
Q_M_00_169,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_170,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_170,Differential Equations,Integrating factor method
Q_M_00_170,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_170,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_171,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_171,Differential Equations,Integrating factor method
Q_M_00_171,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_171,Differential Equations,Second derivative computed from first-order ODE
Q_M_00_172,Differential Equations,Integro-differential equation (IE differentiated to obtain DE)
Q_M_00_172,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_172,Differential Equations,Integrating factor method
Q_M_00_172,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_173,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_173,Differential Equations,Integrating factor method
Q_M_00_173,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_173,Differential Equations,Application of solution to evaluate a definite integral
Q_M_00_174,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_174,Differential Equations,Separable differential equations
Q_M_00_174,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_174,Differential Equations,Boundary value condition using limit (x → ∞ or x → 0⁺)
Q_M_00_174,Differential Equations,Limiting value of solution as independent variable → ∞
Q_M_00_175,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_175,Differential Equations,Separable differential equations
Q_M_00_175,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_176,Differential Equations,Separable differential equations
Q_M_00_176,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_177,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_177,Differential Equations,Integrating factor method
Q_M_00_177,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_177,Differential Equations,Area bounded by solution curve and axes
Q_M_00_178,Differential Equations,Substitution v = ax + by + c (linear fractional reduction)
Q_M_00_178,Differential Equations,Separable differential equations
Q_M_00_178,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_178,Differential Equations,Local maximum/minimum of function derived from solution
Q_M_00_179,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_179,Differential Equations,Integrating factor method
Q_M_00_179,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_180,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_180,Differential Equations,Integrating factor method
Q_M_00_180,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_181,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_181,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_181,Differential Equations,Integrating factor method
Q_M_00_181,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_182,Differential Equations,Separable differential equations
Q_M_00_182,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_182,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_183,Differential Equations,Differential equation from geometric tangent condition
Q_M_00_183,Differential Equations,Differential equation from arc-length or area condition
Q_M_00_183,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_183,Differential Equations,Integrating factor method
Q_M_00_183,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_184,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_184,Differential Equations,Integrating factor method
Q_M_00_184,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_185,Differential Equations,Separable differential equations
Q_M_00_185,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_185,Differential Equations,Solution curve passing through given point
Q_M_00_185,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_186,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_186,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_186,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_186,Differential Equations,Solution curve passing through given point
Q_M_00_187,Differential Equations,Substitution v = ax + by + c (linear fractional reduction)
Q_M_00_187,Differential Equations,Separable differential equations
Q_M_00_187,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_188,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_188,Differential Equations,Integrating factor method
Q_M_00_188,Differential Equations,Partial fraction decomposition in integrating factor
Q_M_00_188,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_189,Differential Equations,Differential equation from geometric tangent condition
Q_M_00_189,Differential Equations,Proportionality-type slope condition
Q_M_00_189,Differential Equations,Solution curve passing through given point
Q_M_00_189,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_190,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_190,Differential Equations,Integrating factor method
Q_M_00_190,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_191,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_191,Differential Equations,Logarithmic integrating factors
Q_M_00_191,Differential Equations,Integrating factor method
Q_M_00_191,Differential Equations,Solution curve passing through given point
Q_M_00_191,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_192,Differential Equations,Exact differential equations
Q_M_00_192,Differential Equations,"Exact grouping using total differentials (d(xy), d(y²/x))"
Q_M_00_192,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_192,Differential Equations,Second derivative computed from first-order ODE
