question_id,topic,subject,year,shift,question_type,question_text,is_exemplar,exemplar_id,text_length,correct_answer,solution_steps,wrong_options
Q_M_05_018,Circle,Mathematics,2024,5th April Evening,MCQ,"Let ABCD and AEFG be squares of side 4 and 2 units, respectively. The point E is on the line segment AB and the point F is on the diagonal AC. Then the radius r of the circle passing through the point F and touching the line segments BC and CD satisfies",False,,253,4 - 2\sqrt{2},"[{'step': 1, 'action': 'Set up a coordinate system and determine the coordinates of point F.', 'concept_used': 'Coordinate geometry'}, {'step': 2, 'action': ""Establish the properties of the circle's center given it touches two perpendicular lines."", 'concept_used': 'Circle touching lines'}, {'step': 3, 'action': 'Formulate the circle equation and substitute point F.', 'concept_used': 'Point on circle'}, {'step': 4, 'action': 'Solve the quadratic equation for the radius r.', 'concept_used': 'Quadratic equation'}]","['4 + 2\\sqrt{2}', '2 - \\sqrt{2}', '2\\sqrt{2} - 2']"
Q_M_05_019,Circle,Mathematics,2024,5th April Morning,MCQ,"Let a circle C of radius 1 and closer to the origin be such that the lines passing through the point (3, 2) and parallel to the coordinate axes touch it. Then the shortest distance of the circle C from the point (5, 5) is",False,,221,4,"[{'step': 1, 'action': ""Identify the coordinates of the circle's center by using its tangency to the parallel lines and proximity to the origin."", 'concept_used': 'Circle properties'}, {'step': 2, 'action': ""Calculate the distance from the point (5, 5) to the circle's center."", 'concept_used': 'Distance formula'}, {'step': 3, 'action': 'Subtract the radius to find the shortest distance from the point to the circle.', 'concept_used': 'Distance point to circle'}]","['5', '3', '2']"
Q_M_05_020,Circle,Mathematics,2024,4th April Evening,MCQ,Let C be a circle with radius 10 units and centre at the origin. Let the line x + y = 2 intersects the circle C at the points P and Q. Let MN be a chord of C of length 2 unit and slope −1. Then a distance (in units) between the chord PQ and the chord MN is,False,,256,"[""3\sqrt{11} - \sqrt{2}"", ""3\sqrt{11} + \sqrt{2}""]","[{'step': 1, 'action': 'Calculate the perpendicular distance of chord PQ from the center.', 'concept_used': 'Distance point to line'}, {'step': 2, 'action': 'Determine the perpendicular distance of chord MN from the center using its length.', 'concept_used': 'Chord length formula'}, {'step': 3, 'action': 'Notice that MN and PQ are parallel.', 'concept_used': 'Slopes of parallel lines'}, {'step': 4, 'action': 'Compute the possible distances between the two chords.', 'concept_used': 'Distance between parallel lines'}]","['3\\sqrt{11}', '\\sqrt{11} - \\sqrt{2}', '2\\sqrt{11} + \\sqrt{2}']"
Q_M_05_021,Circle,Mathematics,2024,4th April Morning,MCQ,"A square is inscribed in the circle x² + y² − 10x − 6y + 30 = 0. One side of this square is parallel to y = x + 3. If (x_i, y_i) are the vertices of the square, then Σ(x_i² + y_i²) is equal to",True,EX_M_05_032,192,152,"[{'step': 1, 'action': 'Find the center and radius of the given circle.', 'concept_used': 'Circle equation'}, {'step': 2, 'action': 'Identify the slopes of the sides of the inscribed square from the given parallel line.', 'concept_used': 'Parallel lines'}, {'step': 3, 'action': 'Determine the lines containing the diagonals of the square.', 'concept_used': 'Diagonals of square'}, {'step': 4, 'action': 'Find the coordinates of the four vertices.', 'concept_used': 'Points on line at distance'}, {'step': 5, 'action': 'Calculate the sum of squares of the coordinates.', 'concept_used': 'Algebraic sum'}]","['144', '160', '128']"
Q_M_05_022,Circle,Mathematics,2024,1st February Evening,MCQ,"Let the locus of the midpoints of the chords of the circle x² + (y − 1)² = 1 drawn from the origin intersect the line x + y = 1 at P and Q. Then, the length of PQ is",True,EX_M_05_017,165,\frac{1}{\sqrt{2}},"[{'step': 1, 'action': 'Determine the equation of the locus of midpoints of chords drawn from the origin.', 'concept_used': 'Locus equation'}, {'step': 2, 'action': 'Find the intersection points of this locus with the given line.', 'concept_used': 'Intersection of line and curve'}, {'step': 3, 'action': 'Calculate the distance between the two intersection points.', 'concept_used': 'Distance formula'}]","['1', '\\sqrt{2}', '1/2']"
Q_M_05_023,Circle,Mathematics,2024,1st February Morning,MCQ,"Let C: x² + y² = 4 and C': x² + y² − 4λx + 9 = 0 be two circles. If the set of all values of λ so that the circles C and C' intersect at two distinct points, is ℝ − [a, b], then the point (8a + 12, 16b − 20) lies on the curve",False,,225,y^2 + 36x = 0,"[{'step': 1, 'action': 'Determine the centers and radii of both circles in terms of λ.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Apply the condition for two intersecting circles.', 'concept_used': 'Intersection of circles'}, {'step': 3, 'action': 'Solve the inequality to find the interval for λ and identify a and b.', 'concept_used': 'Inequalities'}, {'step': 4, 'action': 'Calculate the coordinates of the target point.', 'concept_used': 'Algebraic evaluation'}, {'step': 5, 'action': 'Identify the standard curve that the point lies on.', 'concept_used': 'Curve equation'}]","['y^2 - 36x = 0', 'x^2 + 36y = 0', 'y^2 + 18x = 0']"
Q_M_05_024,Circle,Mathematics,2024,31st January Evening,MCQ,"Let a variable line passing through the centre of the circle x² + y² − 16x − 4y = 0, meet the positive co-ordinate axes at the points A and B. Then the minimum value of OA + OB, where O is the origin, is equal to",False,,212,18,"[{'step': 1, 'action': 'Find the center of the given circle.', 'concept_used': 'Circle center'}, {'step': 2, 'action': 'Set up the equation of the line in intercept form and pass it through the center.', 'concept_used': 'Intercept form of line'}, {'step': 3, 'action': 'Express the sum of the intercepts.', 'concept_used': 'Algebraic expression'}, {'step': 4, 'action': 'Apply the AM-GM inequality to find the minimum sum.', 'concept_used': 'AM-GM inequality'}]","['16', '20', '12']"
Q_M_05_025,Circle,Mathematics,2024,31st January Morning,MCQ,"If one of the diameters of the circle x² + y² − 10x + 4y + 13 = 0 is a chord of another circle C, whose center is the point of intersection of the lines 2x + 3y = 12 and 3x − 2y = 5, then the radius of the circle C is",True,EX_M_05_046,217,6,"[{'step': 1, 'action': 'Find the center and radius of the first circle.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Determine the center of the second circle by intersecting the given lines.', 'concept_used': 'Intersection of lines'}, {'step': 3, 'action': 'Calculate the distance between the two centers.', 'concept_used': 'Distance formula'}, {'step': 4, 'action': 'Use the Pythagorean theorem to relate the radius of the second circle, the distance, and the radius of the first circle.', 'concept_used': 'Chord length formula'}]","['8', '5', '4']"
Q_M_05_026,Circle,Mathematics,2024,30th January Morning,MCQ,"If the circles (x + 1)² + (y + 2)² = r² and x² + y² − 4x − 4y + 4 = 0 intersect at exactly two distinct points, then",False,,116,"(3, 7)","[{'step': 1, 'action': 'Determine the centers and radii of both circles.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Calculate the distance between the centers.', 'concept_used': 'Distance formula'}, {'step': 3, 'action': 'Apply the condition for two circles to intersect at exactly two points.', 'concept_used': 'Intersection of circles'}, {'step': 4, 'action': 'Solve the double inequality to find the range of r.', 'concept_used': 'Inequalities'}]","['(2, 8)', '(4, 6)', '(3, 5)']"
Q_M_05_027,Circle,Mathematics,2024,27th January Morning,MCQ,"Four distinct points (2k, 3k), (1, 0), (0, 1) and (0, 0) lie on a circle for k equal to",False,,87,\frac{5}{13},"[{'step': 1, 'action': 'Determine the equation of the circle passing through the three non-variable points.', 'concept_used': 'Circle equation from points'}, {'step': 2, 'action': 'Substitute the fourth point into the circle equation.', 'concept_used': 'Point on circle'}, {'step': 3, 'action': 'Solve the resulting quadratic equation for k.', 'concept_used': 'Quadratic equation'}, {'step': 4, 'action': 'Reject k=0 since the points must be distinct.', 'concept_used': 'Logical reasoning'}]","['\\frac{13}{5}', '\\frac{2}{3}', '\\frac{4}{13}']"
Q_M_05_028,Circle,Mathematics,2023,15th April Morning,MCQ,"The number of common tangents, to the circles x² + y² − 18x − 15y + 131 = 0 and x² + y² − 6x − 6y − 7 = 0, is",True,EX_M_05_045,109,3,"[{'step': 1, 'action': 'Find the centers and radii of both circles.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Calculate the distance between the two centers.', 'concept_used': 'Distance formula'}, {'step': 3, 'action': 'Compare the distance to the sum of the radii to determine their relative position.', 'concept_used': 'Relative position of circles'}, {'step': 4, 'action': 'Deduce the number of common tangents.', 'concept_used': 'Common tangents'}]","['2', '4', '1']"
Q_M_05_029,Circle,Mathematics,2023,13th April Evening,MCQ,"Let the centre of a circle C be (α, β) and its radius r < 8. Let 3x + 4y = 24 and 3x − 4y = 32 be two tangents and 4x + 3y = 1 be a normal to C. Then (α − β + r) is equal to",False,,173,7,"[{'step': 1, 'action': 'Use the normal line equation to express one center coordinate in terms of the other.', 'concept_used': 'Normal to circle'}, {'step': 2, 'action': 'Set the perpendicular distances from the center to the two tangents equal.', 'concept_used': 'Distance point to line'}, {'step': 3, 'action': 'Solve the absolute value equations for the center coordinates.', 'concept_used': 'Absolute value equations'}, {'step': 4, 'action': 'Check the radius condition r < 8 to select the valid center.', 'concept_used': 'Condition checking'}, {'step': 5, 'action': 'Calculate the final expression.', 'concept_used': 'Algebraic evaluation'}]","['9', '5', '8']"
Q_M_05_030,Circle,Mathematics,2023,10th April Evening,MCQ,"Let A be the point (1, 2) and B be any point on the curve x² + y² = 16. If the centre of the locus of the point P, which divides the line segment AB in the ratio 3:2 is the point C(α, β), then the length of the line segment AC is",False,,229,\frac{3\sqrt{5}}{5},"[{'step': 1, 'action': 'Parametrize the coordinate of the arbitrary point B on the circle.', 'concept_used': 'Parametric coordinates'}, {'step': 2, 'action': 'Use the section formula to find the coordinates of point P.', 'concept_used': 'Section formula'}, {'step': 3, 'action': 'Eliminate the parameter to find the locus equation of P and extract its center C.', 'concept_used': 'Locus equation'}, {'step': 4, 'action': 'Calculate the distance AC.', 'concept_used': 'Distance formula'}]","['\\frac{4\\sqrt{5}}{5}', '\\frac{2\\sqrt{5}}{5}', '\\frac{\\sqrt{5}}{5}']"
Q_M_05_031,Circle,Mathematics,2023,10th April Morning,MCQ,"A line segment AB of length λ moves such that the points A and B remain on the periphery of a circle of radius λ. Then the locus of the point, that divides the line segment AB in the ratio 2:3, is a circle of radius",False,,215,\frac{\sqrt{19}}{5}\lambda,"[{'step': 1, 'action': 'Set up a coordinate system with the circle centered at the origin.', 'concept_used': 'Coordinate geometry'}, {'step': 2, 'action': 'Use the properties of an equilateral triangle formed by the origin and the chord.', 'concept_used': 'Equilateral triangle'}, {'step': 3, 'action': 'Apply the law of cosines in the subtriangle to find the distance of the dividing point from the center.', 'concept_used': 'Law of cosines'}, {'step': 4, 'action': 'Recognize this constant distance as the radius of the locus circle.', 'concept_used': 'Locus interpretation'}]","['\\frac{\\sqrt{21}}{5}\\lambda', '\\frac{3}{5}\\lambda', '\\frac{\\sqrt{17}}{5}\\lambda']"
Q_M_05_032,Circle,Mathematics,2023,8th April Evening,MCQ,"Let O be the origin and OP and OQ be the tangents to the circle x² + y² − 6x + 4y + 8 = 0 at the points P and Q on it. If the circumcircle of the triangle OPQ passes through the point (α, 1/2), then a value of α is",False,,214,"[""1/2"", ""5/2""]","[{'step': 1, 'action': 'Determine the center of the given circle.', 'concept_used': 'Circle center'}, {'step': 2, 'action': 'Identify that the circumcircle of OPQ has the segment from the origin to the center as its diameter.', 'concept_used': 'Circumcircle properties'}, {'step': 3, 'action': 'Write the equation of this circumcircle using the diametric form.', 'concept_used': 'Diametric form of circle'}, {'step': 4, 'action': 'Substitute the given point into the circle equation and solve for α.', 'concept_used': 'Quadratic equation'}]","['3/2', '-1/2', '3']"
Q_M_05_033,Circle,Mathematics,2023,6th April Evening,MCQ,"If the tangents at the points P and Q on the circle x² + y² − 2x + y = 5 meet at the point R(9/4, 2), then the area of the triangle PQR is",True,EX_M_05_049,138,5/8,"[{'step': 1, 'action': 'Find the center and radius of the given circle.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Calculate the distance from the point R to the center.', 'concept_used': 'Distance formula'}, {'step': 3, 'action': 'Determine the length of the tangents from R to the circle.', 'concept_used': 'Tangent length formula'}, {'step': 4, 'action': 'Calculate the area of the triangle formed by the two tangents and the chord of contact.', 'concept_used': 'Area of triangle'}]","['3/4', '5/16', '3/8']"
Q_M_05_034,Circle,Mathematics,2023,31st January Evening,MCQ,"The set of all values of a² for which the line x + y = 0 bisects two distinct chords drawn from a point P((1 + a)/2, (1 − a)/2) on the circle 2x² + 2y² − (1 + a)x − (1 − a)y = 0, is equal to",False,,190,"(8, \infty)","[{'step': 1, 'action': 'Set up an arbitrary point on the bisecting line to represent the midpoint of the chord.', 'concept_used': 'Parametric coordinates'}, {'step': 2, 'action': 'Use the perpendicularity condition between the chord and the radius to the midpoint.', 'concept_used': 'Chord properties'}, {'step': 3, 'action': 'Form a quadratic equation in terms of the parameter.', 'concept_used': 'Algebraic manipulation'}, {'step': 4, 'action': 'Ensure the quadratic has two distinct real roots by evaluating its discriminant.', 'concept_used': 'Discriminant'}]","['(4, \\infty)', '(0, 8)', '(16, \\infty)']"
Q_M_05_035,Circle,Mathematics,2023,31st January Morning,MCQ,"Let a circle C₁ be obtained on rolling the circle x² + y² − 4x − 6y + 11 = 0 upwards 4 units on the tangent T to it at the point (3, 2). Let C₂ be the image of C₁ in T. Let A and B be the centers of circles C₁ and C₂ respectively, and M and N be respectively the feet of perpendiculars drawn from A and B on the x-axis. Then the area of the trapezium AMNB is",False,,358,4(1 + \sqrt{2}),"[{'step': 1, 'action': 'Find the equation of the tangent line at the given point.', 'concept_used': 'Tangent to circle'}, {'step': 2, 'action': 'Calculate the displacement of the center as it rolls along the tangent.', 'concept_used': 'Vector addition'}, {'step': 3, 'action': 'Find the image of the new center with respect to the tangent line.', 'concept_used': 'Reflection of point in line'}, {'step': 4, 'action': 'Calculate the area of the trapezium formed by the centers and their projections on the x-axis.', 'concept_used': 'Area of trapezium'}]","['4(1 - \\sqrt{2})', '8\\sqrt{2}', '2(2 + \\sqrt{2})']"
Q_M_05_036,Circle,Mathematics,2023,30th January Morning,MCQ,"Let y = x + 2, 4y = 3x + 6 and 3y = 4x + 1 be three tangent lines to the circle (x − h)² + (y − k)² = r². Then h + k is equal to",True,EX_M_05_004,128,5,"[{'step': 1, 'action': 'Set the distances from the center (h,k) to the three tangent lines to be equal.', 'concept_used': 'Incenter of triangle'}, {'step': 2, 'action': 'Find the vertices of the triangle formed by the three lines.', 'concept_used': 'Intersection of lines'}, {'step': 3, 'action': 'Calculate the side lengths of the triangle.', 'concept_used': 'Distance formula'}, {'step': 4, 'action': 'Use the incenter formula to find h and k, and sum them.', 'concept_used': 'Incenter formula'}]","['4', '6', '7']"
Q_M_05_037,Circle,Mathematics,2023,29th January Morning,MCQ,"Let the tangents at the points A(4, −11) and B(8, −5) on the circle x² + y² − 3x + 10y − 15 = 0, intersect at the point C. Then the radius of the circle, whose centre is C and the line joining A and B is its tangent, is equal to",False,,228,\frac{2\sqrt{13}}{3},"[{'step': 1, 'action': 'Find the equation of the chord of contact AB.', 'concept_used': 'Line equation'}, {'step': 2, 'action': 'Determine the intersection point C of the tangents at A and B.', 'concept_used': 'Intersection of tangents'}, {'step': 3, 'action': 'Calculate the radius of the new circle as the perpendicular distance from C to the line AB.', 'concept_used': 'Distance point to line'}]","['\\frac{13}{3}', '\\frac{4\\sqrt{13}}{3}', '\\frac{\\sqrt{13}}{2}']"
Q_M_05_038,Circle,Mathematics,2023,25th January Morning,MCQ,"The points of intersection of the line ax + by = 0, (a ≠ b) and the circle x² + y² − 2x = 0 are A(α, 0) and B(1, β). The image of the circle with AB as a diameter in the line x + y + 2 = 0 is",False,,191,x^2 + y^2 + 5x + 5y + 12 = 0,"[{'step': 1, 'action': 'Find the intersection points of the line and the circle to determine points A and B.', 'concept_used': 'Intersection of line and circle'}, {'step': 2, 'action': 'Write the equation of the circle with AB as diameter and find its center and radius.', 'concept_used': 'Diametric form of circle'}, {'step': 3, 'action': 'Find the image of the center in the given reflection line.', 'concept_used': 'Reflection of point in line'}, {'step': 4, 'action': 'Formulate the final circle equation using the reflected center and the original radius.', 'concept_used': 'Circle equation'}]","['x^2 + y^2 - 5x - 5y + 12 = 0', 'x^2 + y^2 + 4x + 4y + 8 = 0', 'x^2 + y^2 + 5x + 5y + 6 = 0']"
Q_M_05_039,Circle,Mathematics,2023,24th January Evening,MCQ,"The locus of the mid points of the chords of the circle C₁: (x − 4)² + (y − 5)² = 4 which subtend an angle θᵢ at the centre of the circle C₁, is a circle of radius rᵢ. If θ₁ = π/3, θ₃ = 2π/3 and r₁² = r₂² + r₃², then θ₂ is equal to",True,EX_M_05_018,231,\frac{\pi}{2},"[{'step': 1, 'action': 'Express the radius of the locus circle in terms of the given subtended angle.', 'concept_used': 'Chord midpoint properties'}, {'step': 2, 'action': 'Calculate the radii for the first and third given angles.', 'concept_used': 'Trigonometric evaluation'}, {'step': 3, 'action': 'Use the given relationship between the squared radii to find the second radius.', 'concept_used': 'Algebraic substitution'}, {'step': 4, 'action': 'Determine the second angle from the calculated radius.', 'concept_used': 'Inverse trigonometry'}]","['\\frac{\\pi}{4}', '\\frac{3\\pi}{4}', '\\frac{\\pi}{3}']"
Q_M_05_040,Circle,Mathematics,2022,28th July Evening,MCQ,"Let the tangents at two points A and B on the circle x² + y² − 4x + 3 = 0 meet at origin O(0, 0). Then the area of the triangle OAB is",False,,134,\frac{3\sqrt{3}}{4},"[{'step': 1, 'action': 'Find the center and radius of the given circle.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Calculate the length of the tangent from the origin to the circle.', 'concept_used': 'Tangent length formula'}, {'step': 3, 'action': 'Determine the angle subtended by the tangents using right triangle trigonometry.', 'concept_used': 'Trigonometry'}, {'step': 4, 'action': 'Recognize the triangle is equilateral and calculate its area.', 'concept_used': 'Area of equilateral triangle'}]","['\\frac{\\sqrt{3}}{2}', '\\sqrt{3}', '\\frac{3\\sqrt{3}}{2}']"
Q_M_05_041,Circle,Mathematics,2022,28th July Morning,MCQ,"For t ∈ (0, 2π), if ABC is an equilateral triangle with vertices A(sin t, −cos t), B(cos t, sin t) and C(a, b) such that its orthocentre lies on a circle with centre (1, 1/3), then (a² − b²) is equal to",False,,202,8,"[{'step': 1, 'action': 'Identify the conditions for the vertices of the equilateral triangle and its orthocenter.', 'concept_used': 'Triangle properties'}, {'step': 2, 'action': 'Express the coordinates of the orthocenter (centroid) in terms of the vertices.', 'concept_used': 'Centroid formula'}, {'step': 3, 'action': 'Determine the locus of the orthocenter by eliminating the parameter t.', 'concept_used': 'Locus equation'}, {'step': 4, 'action': 'Match the center of the found locus circle with the given center to find a and b.', 'concept_used': 'Circle center'}, {'step': 5, 'action': 'Calculate a^2 - b^2.', 'concept_used': 'Algebraic evaluation'}]","['6', '10', '4']"
Q_M_05_042,Circle,Mathematics,2022,28th July Morning,MCQ,"Let C be the centre of the circle x² + y² − x + 2y = 11/4 and P be a point on the circle. A line passes through the point C, makes an angle of π/4 with the line CP and intersects the circle at the points Q and R. Then the area of the triangle PQR (in unit²) is",False,,260,2\sqrt{2},"[{'step': 1, 'action': 'Determine the center and radius of the given circle.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Identify that the line passing through the center forms a diameter.', 'concept_used': 'Circle properties'}, {'step': 3, 'action': 'Calculate the altitude of the triangle using the given angle and the radius.', 'concept_used': 'Trigonometry'}, {'step': 4, 'action': 'Compute the area of the triangle using the diameter as the base.', 'concept_used': 'Area of triangle'}]","['4', '\\sqrt{2}', '4\\sqrt{2}']"
Q_M_05_043,Circle,Mathematics,2022,27th July Evening,MCQ,"A circle C₁ passes through the origin O and has diameter 4 on the positive x-axis. The line y = 2x gives a chord OA of circle C₁. Let C₂ be the circle with OA as a diameter. If the tangent to C₂ at the point A meets the x-axis at P and y-axis at Q, then QA:AP is equal to",False,,271,1:4,"[{'step': 1, 'action': 'Find the equation of circle C1 and its intersection with the line to determine point A.', 'concept_used': 'Intersection of line and circle'}, {'step': 2, 'action': 'Determine the equation of the tangent line to C2 at point A.', 'concept_used': 'Tangent to circle'}, {'step': 3, 'action': 'Find the intercepts P and Q of the tangent line on the axes.', 'concept_used': 'Line intercepts'}, {'step': 4, 'action': 'Calculate the ratio of the segments QA and AP using section formulas or coordinate distances.', 'concept_used': 'Section formula'}]","['1:2', '1:3', '2:3']"
Q_M_05_044,Circle,Mathematics,2022,27th July Morning,MCQ,"If the circle x² + y² − 2gx + 6y − 19c = 0, g, c ∈ ℝ passes through the point (6, 1) and its centre lies on the line x − 2cy = 8, then the length of intercept made by the circle on x-axis is",False,,190,2\sqrt{23},"[{'step': 1, 'action': 'Express the center coordinates and substitute them into the given line equation to relate g and c.', 'concept_used': 'Point on line'}, {'step': 2, 'action': 'Substitute the given point into the circle equation to form a second condition.', 'concept_used': 'Point on circle'}, {'step': 3, 'action': 'Solve the system to find the values of g and c.', 'concept_used': 'Linear equations'}, {'step': 4, 'action': 'Calculate the length of the x-axis intercept.', 'concept_used': 'Intercept of circle'}]","['4\\sqrt{6}', '2\\sqrt{21}', '\\sqrt{92}']"
Q_M_05_045,Circle,Mathematics,2022,26th July Evening,Numerical,"Let the abscissae of the two points P and Q on a circle be the roots of x² − 4x − 6 = 0 and the ordinates of P and Q be the roots of y² + 2y − 7 = 0. If PQ is a diameter of the circle x² + y² + 2ax + 2by + c = 0, then the value of (a + b − c) is",False,,245,12,"[{'step': 1, 'action': ""Use Vieta's formulas to find the sums and products of the roots for both quadratic equations."", 'concept_used': ""Vieta's formulas""}, {'step': 2, 'action': 'Construct the circle equation using the diametric form expanded with sums and products.', 'concept_used': 'Diametric form of circle'}, {'step': 3, 'action': 'Identify the coefficients a, b, and c from the constructed circle equation.', 'concept_used': 'Coefficients comparison'}, {'step': 4, 'action': 'Evaluate a + b - c.', 'concept_used': 'Algebraic sum'}]","['14', '10', '8']"
Q_M_05_046,Circle,Mathematics,2022,30th June Morning,MCQ,"Consider three circles: C₁: x² + y² = r², C₂: (x − 1)² + (y − 1)² = r², C₃: (x − 2)² + (y − 1)² = r². If a line L: y = mx + c be a common tangent to C₁, C₂ and C₃ such that C₁ and C₃ lie on one side of line L while C₂ lies on other side, then the value of 20(r² + c) is equal to",False,,278,6,"[{'step': 1, 'action': 'Set up the perpendicular distance equations from the centers to the common tangent.', 'concept_used': 'Distance point to line'}, {'step': 2, 'action': 'Apply the side-of-line condition to determine the signs of the absolute values.', 'concept_used': 'Position of point relative to line'}, {'step': 3, 'action': 'Solve the resulting system to find the slope m and intercept c of the tangent.', 'concept_used': 'System of equations'}, {'step': 4, 'action': 'Calculate the squared radius using the found tangent parameters.', 'concept_used': 'Algebraic evaluation'}, {'step': 5, 'action': 'Compute the final expression 20(r^2 + c).', 'concept_used': 'Arithmetic'}]","['4', '5', '8']"
Q_M_05_047,Circle,Mathematics,2022,29th June Evening,MCQ,"Let a triangle ABC be inscribed in the circle x² − √2(x + y) + y² = 0 such that ∠BAC = π/2. If the length of side AB is √2, then the area of △ABC is equal to",False,,157,1,"[{'step': 1, 'action': 'Find the center and radius of the given circle.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Recognize that a right-angled triangle inscribed in a circle has its hypotenuse as the diameter.', 'concept_used': 'Circle properties'}, {'step': 3, 'action': 'Calculate the length of the other leg of the right triangle using the Pythagorean theorem.', 'concept_used': 'Pythagorean theorem'}, {'step': 4, 'action': 'Calculate the area of the right triangle.', 'concept_used': 'Area of triangle'}]","['\\sqrt{2}', '2', '1/2']"
Q_M_05_048,Circle,Mathematics,2022,29th June Morning,MCQ,"Let the tangent to the circle C₁: x² + y² = 2 at the point M(−1, 1) intersect the circle C₂: (x − 3)² + (y − 2)² = 5, at two distinct points A and B. If the tangents to C₂ at the points A and B intersect at N, then the area of the triangle ANB is equal to",False,,255,1/6,"[{'step': 1, 'action': 'Find the equation of the tangent line to the first circle at the given point.', 'concept_used': 'Tangent to circle'}, {'step': 2, 'action': 'Calculate the distance from the center of the second circle to this tangent line.', 'concept_used': 'Distance point to line'}, {'step': 3, 'action': 'Determine the length of the chord AB intercepted on the second circle.', 'concept_used': 'Chord length formula'}, {'step': 4, 'action': 'Use the properties of the tangents from external point N to find the altitude of the triangle ANB.', 'concept_used': 'Similar triangles'}, {'step': 5, 'action': 'Calculate the area of triangle ANB.', 'concept_used': 'Area of triangle'}]","['1/3', '1/4', '1/2']"
Q_M_05_049,Circle,Mathematics,2022,28th June Morning,MCQ,"If the tangents drawn at the points O(0, 0) and P(1 + √5, 2) on the circle x² + y² − 2x − 4y = 0 intersect at the point Q, then the area of the triangle OPQ is equal to",False,,168,\frac{5 + 3\sqrt{5}}{2},"[{'step': 1, 'action': 'Calculate the radius and center of the given circle.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Determine the distance between points O and P.', 'concept_used': 'Distance formula'}, {'step': 3, 'action': 'Express the area of the triangle formed by the two tangents and the chord in terms of radius and chord length.', 'concept_used': 'Area of triangle'}, {'step': 4, 'action': 'Simplify the expression to find the final area.', 'concept_used': 'Algebraic simplification'}]","['\\frac{3 + 5\\sqrt{5}}{2}', '\\frac{5 - 3\\sqrt{5}}{2}', '5 + 3\\sqrt{5}']"
Q_M_05_050,Circle,Mathematics,2022,27th June Evening,MCQ,"The set of values of k, for which the circle C: 4x² + 4y² − 12x + 8y + k = 0 lies inside the fourth quadrant and the point (1, −1/3) lies on or inside the circle C, is",False,,167,"(9, \frac{92}{9}]","[{'step': 1, 'action': 'Rewrite the circle equation in standard form to find its center and radius.', 'concept_used': 'Circle properties'}, {'step': 2, 'action': 'Apply the condition that the circle lies entirely in the fourth quadrant to find a lower bound for k.', 'concept_used': 'Circle position'}, {'step': 3, 'action': ""Substitute the given point into the circle's inequality to find the upper bound for k."", 'concept_used': 'Point inside circle'}, {'step': 4, 'action': 'Combine the bounds to express the final interval.', 'concept_used': 'Interval notation'}]","['(4, 10]', '(9, 10]', '(4, \\frac{92}{9}]']"
Q_M_05_051,Circle,Mathematics,2022,26th June Morning,MCQ,"Let C be a circle passing through the points A(2, −1) and B(3, 4). The line segment AB is not a diameter of C. If r is the radius of C and its centre lies on the circle (x − 5)² + (y − 1)² = 13/2, then r² is equal to:",False,,217,65/2,"[{'step': 1, 'action': 'Assume the centre of the circle C is P(h, k). Find equations using the condition that it passes through A(2, -1) and B(3, 4).', 'concept_used': 'Distance Formula'}, {'step': 2, 'action': 'Solve PA^2 = PB^2 to get a relation between h and k, yielding h + 5k = 10.', 'concept_used': 'Equidistant points'}, {'step': 3, 'action': 'Substitute h = 10 - 5k into the given locus of the centre (x - 5)^2 + (y - 1)^2 = 13/2 to find possible values of k.', 'concept_used': 'Substitution method'}, {'step': 4, 'action': 'Find the coordinates of the centre for both values of k. Evaluate r^2 for both cases.', 'concept_used': 'Radius of Circle'}, {'step': 5, 'action': 'Exclude the centre that makes AB a diameter (where r^2 = 13/2), yielding the final answer r^2 = 65/2.', 'concept_used': 'Diameter property'}]","['13/2', '65/4', '13/4']"
Q_M_05_052,Circle,Mathematics,2022,25th June Evening,MCQ,A circle touches both the y-axis and the line x + y = 0. Then the locus of its center is:,True,EX_M_05_040,89,y² + 2xy − x² = 0,"[{'step': 1, 'action': 'Let the center of the circle be (h,k). Since it touches the y-axis, its radius r is equal to |h|.', 'concept_used': 'Tangent to y-axis'}, {'step': 2, 'action': 'Set the perpendicular distance from (h,k) to the line x + y = 0 equal to the radius r.', 'concept_used': 'Distance from a Point to a Line'}, {'step': 3, 'action': 'Equate the expressions: |h+k|/sqrt(2) = |h|.', 'concept_used': 'Equating radii'}, {'step': 4, 'action': 'Square both sides to remove absolute values, resulting in h^2 + k^2 + 2hk = 2h^2.', 'concept_used': 'Algebraic Expansion'}, {'step': 5, 'action': 'Rearrange and substitute x and y for h and k to find the locus equation.', 'concept_used': 'Locus equation'}]","['x² + 2xy − y² = 0', 'x² + y² − 2xy = 0', 'x² + y² + 2xy = 0']"
